text,rating,label
"The ad title was: Yale safety padlock, pack of 6. Seller: Amazon SL. I did the purchase (order #408-0693583-5694705), next day I received just 1. Talked to the ""Customer Service"" and they said they couldn't do anything about it. Since when Amazon needs fraud to survive? (Aug 8, 2020)",1,0
Great service and customer care.Awesome prices and fast shipping.,5,1
I LOVE Amazon! It's the best place to shop for literally anything you need. It's honestly addicting having Amazon Prime because the shipping is so fast and convenient!,5,1
"I made two separate orders on May 21st within few hours. Each order contained 2 items. I receiced 2 different e-mails with 2 different order numbers shortly after. On June 7th I received a package containg two items. I continued tracking the 2nd package and it was claimed that it would be delivered on June 11th. As I didn't receive the 2nd package today, I tracked it  and, to my astonishment, it was claimed that it was also delivered on June 7th which is a big lie!Order number1:  112-4824835-3849806 (Delivered)Order number 2. 112-1613888.8337816 (undelivered)Value of undelivered package: 18+22= 40 USDWhat is interesting is that I have received many similar messages from very many countries( including Indonesia and Ethiopia) claiming that they  have wrongly received my packet and they all sent me a similar link asking me about my address and credit card specification for shipment cost to my address!!",1,0
Refunded price of a computer item after several months of intermittent problems. Very few companies I know would do that.,5,1
"The range of goods is vast & they are second to none regards delivery.
the site is simple to navigate & once you're registered ordering is quick,simple & painless.
Without doubt one of the online's shining stars & recommended without hesitation.
NB; If there is an issue with an order then amazon are quick to act to resolve it & have excellent communication.",5,1
Never had any problems getting my products + they are very cheap and arrive very fast,5,1
best customer experience ordering and shipping,5,1
"I ordered a set of 4 martini glasses for my brother for Christmas, when the gift arrived it was one large glass. I contacted the company directly and they said the description was wrong on Amazon and would discount my purchase by 35%. I told them I just wanted what was ordered and paid for, they declined. When I contacted Amazon they were no help. They said they would contact the company, they did and my response from the company was the item was delivered and then Amazons response was case closed. This is not the first time that I ordered an item, had a problem and customer service has been no help.",1,0
I have recently ordered a heavy duty belt for my work (ambulance care assistant) as my normal ones just kept snapping with constant usage. It said next day delivery - cool. It says it’s been delivered but it’s no where to be seen and also says it’s been handed to me. I haven’t received it and now they can’t do anything about it until next Thursday. That is over a week away. I have just heard my letter box and an Amazon parcel that isn’t even mine just got shoved through my letter box… morons. Seriously. You can’t even blame it on the time of the year as your customer service & deliveries have always bogus!!Step up your game Amazon. Considering your charging over £100 for Amazon prime yearly. Jog on.,1,0
